efas,name,basin,river,provider,iso,DrainageArea_prov,DrainageArea_LDD,lat,long,LISFLOOD_X,LISFLOOD_Y,GlofasID,note,oldnotes,SourceGlo,GlofasV5
17752,KALATHUKADAVU-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,-,1105,IN,NULL,0,9.726944,76.725556,0,0, , , ,NULL,no
17753,Kaleswaram-M,GODAVARI,Godavari,1105,IN,NULL,0,18.809167,79.913333,0,0, , , ,NULL,no
17754,KALLIDAIKURICHHI-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Tambraparni,1105,IN,NULL,0,8.693333,77.465833,0,0, , , ,NULL,no
17756,KALMA-M,MAHANADI,Mahäna Nadï,1105,IN,NULL,0,21.694683,83.277894,0,0, , , ,NULL,no
17757,Kalmane-M,KRISHNA,Malathi Hole,1105,IN,NULL,0,13.651944,75.178333,0,0, , , ,NULL,no
17758,KALOL-M,MAHI,Negdi,1105,IN,NULL,0,23.25,72.494444,0,0, , , ,NULL,no
17759,Kalpadai-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Gomukhi,1105,IN,NULL,0,11.788889,78.786667,0,0, , , ,NULL,no
17760,KALVAPALLY-M,PENNAR,Penner,1105,IN,NULL,0,14.64,77.2825,77.275,14.625, ,only zeros in the data DO NOT use it, ,NULL,no
17761,Kamalapuram-M,PENNAR,Mogamureru,1105,IN,NULL,0,14.592778,78.175833,0,0, , , ,NULL,no
17762,KAMARAJUPETA-M,GODAVARI,Uppudu Kalava,1105,IN,NULL,0,17.307222,81.915278,0,0, , , ,NULL,no
17763,KAMAVARAM-M,EAST FLOWING RIVERS BETWEEN MAHANADI AND PENNAR,Kandlvalasa,1105,IN,NULL,0,18.144444,83.607222,0,0, , , ,NULL,no
17767,Karimpuzha-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,Pandippuzha,1105,IN,NULL,0,11.306111,76.256389,0,0, , , ,NULL,no
17768,Kashinagar-T,EAST FLOWING RIVERS BETWEEN MAHANADI AND PENNAR,Vamsadhara,1105,IN,NULL,0,18.857778,83.861389,83.875,18.825, ,too close to 17720  longer and higher quality, ,NULL,no
17769,KASIPATNAM-M,EAST FLOWING RIVERS BETWEEN MAHANADI AND PENNAR,Gosthani,1105,IN,NULL,0,18.221667,83.115833,0,0, , , ,NULL,no
17770,KATRAGADDA-M,EAST FLOWING RIVERS BETWEEN MAHANADI AND PENNAR,Vamsadhara,1105,IN,NULL,0,18.993611,83.811944,83.825,18.975, ,17720 has  newer and  more data, ,NULL,no
17771,Kattaleru @ Tiruvuru-M,KRISHNA,Kattaleru,1105,IN,NULL,0,17.0925,80.615556,0,0, , , ,NULL,no
17772,Kaveri @ Harangam-M,WEST FLOWING RIVERS FROM TAPI TO TADRI,Kaveri,1105,IN,NULL,0,20.785,73.148333,0,0, , , ,NULL,no
17773,Kaveri @ Mindhabari-M,WEST FLOWING RIVERS FROM TAPI TO TADRI,Kaveri,1105,IN,NULL,0,20.730556,73.330278,0,0, , , ,NULL,no
17776,Kelo at Raigarh-M,MAHANADI,Kelo,1105,IN,NULL,0,21.890814,83.399425,83.425,21.875, ,not sure about data quality  zero/low values in between peaks, ,NULL,no
17778,Kerlapal-M,GODAVARI,Malenger,1105,IN,NULL,0,18.296667,81.5725,0,0, , , ,NULL,no
17780,Khairi-M,GODAVARI,Wainganga,1105,IN,NULL,0,21.545833,79.975,0,0, , , ,NULL,no
17781,KHANDIA-M,MAHI,Kun,1105,IN,NULL,0,22.862778,73.626944,0,0, , , ,NULL,no
17782,khandiowari-M,MAHI,Som,1105,IN,NULL,0,24.011389,73.664167,0,0, , , ,NULL,no
17783,Khapri @ Kudkus-M,WEST FLOWING RIVERS FROM TAPI TO TADRI,Khapri,1105,IN,NULL,0,20.793889,73.520833,0,0, , , ,NULL,no
17784,Kharera @ Kavdej-M,WEST FLOWING RIVERS FROM TAPI TO TADRI,Khareda,1105,IN,NULL,0,20.706667,73.308056,0,0, , , ,NULL,no
17785,Kharun_Amdi-M,MAHANADI,Kharun,1105,IN,NULL,0,21.098889,81.576944,81.575,21.075, ,too close to 17923 17923 longer and higher quality flow ok, ,NULL,no
17786,Kheda-T,SABARMATI,Watrak,1105,IN,NULL,0,22.745833,72.680278,72.675,22.775, ,poor data quality, ,NULL,no
17787,Khedbrahma-M,SABARMATI,Harnav,1105,IN,NULL,0,24.034444,73.049444,0,0, , , ,NULL,no
17788,Kheroj-M,SABARMATI,Sabarmati,1105,IN,NULL,0,24.230278,73.008889,73.025,24.225, ,poor data quality, ,NULL,no
17789,Khorsi_Balodabazar-M,MAHANADI,Khorsi,1105,IN,NULL,0,21.652778,82.192222,0,0, , , ,NULL,no
17790,KHOWAI-M,Bibiyana / Meghna,Khowai,1105,IN,NULL,0,24.078889,91.591944,0,0, , , ,NULL,no
17792,Kiranapur-M,GODAVARI,Son,1105,IN,NULL,0,21.590833,80.365278,0,0, , , ,NULL,no
17793,Kiwaibalenga-M,GODAVARI,Pendli Vagu,1105,IN,NULL,0,1800000,80.25,0,0, , , ,NULL,no
17794,KODAGANAR DAM-M,CAUVERY,Kodavanar,1105,IN,NULL,0,10.594306,77.972306,0,0, , , ,NULL,no
17796,Koida-M,GODAVARI,Godavari,1105,IN,NULL,0,17.4875,81.3875,81.375,17.475, ,other station near, ,NULL,no
17797,Kokangaon-M,KRISHNA,Bor,1105,IN,NULL,0,17.2864,75.637167,75.625,17.275, ,almost all zeros flow ok, ,NULL,no poor quality
17798,KOKKEDODDY-M,CAUVERY,arkavathi,1105,IN,NULL,0,12.296111,77.440278,0,0, , , ,NULL,no
17799,Kolak @ Nana-Pondha-M,WEST FLOWING RIVERS FROM TAPI TO TADRI,Kolak,1105,IN,NULL,0,20.400556,73.116944,0,0, , , ,NULL,no
17800,KOLLEGAL-M,CAUVERY,Cauvery,1105,IN,NULL,0,12.189167,77.1,0,0, , , ,NULL,no
17801,Kollikkal-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,Poonoor,1105,IN,NULL,0,11.434722,75.910278,0,0, , , ,NULL,no
17802,KONDAZHY-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,GayathriPuzha,1105,IN,NULL,0,10.723333,76.402778,0,0, , , ,NULL,no
17803,Kopergaon-M,GODAVARI,Garda Nala,1105,IN,NULL,0,19.9,74.5,0,0, , , ,NULL,no
17804,Kosagumda-M,GODAVARI,Bhaskel,1105,IN,NULL,0,19.276944,82.233333,0,0, , , ,NULL,no
17806,KOTTATHARA-M,CAUVERY,Periya Pallam,1105,IN,NULL,0,11.123333,76.779528,0,0, , , ,NULL,no
17807,Kovvada Kalva near dommeru-M,GODAVARI,Rallamadugu R,1105,IN,NULL,0,17.018056,81.664444,0,0, , , ,NULL,no
17808,Kovvadakalva @ Pragadapalli-M,GODAVARI,Pedda,1105,IN,NULL,0,17.213889,81.596667,0,0, , , ,NULL,no
17809,Koyna Dam-M,KRISHNA,Koyna,1105,IN,NULL,0,17.402189,73.751878,73.725,17.375, ,just below reservoirdoubts about data quality, ,NULL,no reservoir
17810,Kudalaiyathur-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Vellar or Vasista,1105,IN,NULL,0,11.422222,79.470833,79.475,11.425, ,only a few non zero data. Could be OK for validation flow ok, ,NULL,no
17812,KUDLUR-M,CAUVERY,Palar,1105,IN,NULL,0,11.840556,77.462778,77.475,11.875, ,removed after calib attempt. Could be OK for validation flow ok, ,NULL,no
17813,Kukkalthurai-M,CAUVERY,Kukkaltorai Halla,1105,IN,NULL,0,11.485556,76.8325,0,0, , , ,NULL,no
17814,Kukshi-M,NARMADA,Wagh Or Bagh,1105,IN,NULL,0,22.225,74.786111,0,0, , , ,NULL,no
17815,Kumarapalayam-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Varaha or Sankaraparani,1105,IN,NULL,0,11.983333,79.680556,79.675,11.975, ,only a few non zero data. Could be OK for validation flow ok, ,NULL,no
17818,KUNDANPUR-M,MAHI,Telni,1105,IN,NULL,0,23.377778,74.606667,0,0, , , ,NULL,no
17820,Kunnamangalam-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,-,1105,IN,NULL,0,11.305,75.888333,0,0, , , ,NULL,no
17821,Kunturla-M,GODAVARI,Machukund,1105,IN,NULL,0,18.199278,82.650308,0,0, , , ,NULL,no
17825,KUTTYADI-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,Kuttyadi,1105,IN,NULL,0,11.650833,75.758333,0,0, , , ,NULL,no
17826,KUZHITHURAI-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,Tambraparni,1105,IN,NULL,0,8.305833,77.197222,77.175,8.325, ,poor data quality, ,NULL,no
17827,LAKHPURI-M,TAPI,Purna,1105,IN,NULL,0,20.845556,77.360556,0,0, , , ,NULL,no
17828,LAKKAVALLI-M,KRISHNA,Bhadra,1105,IN,NULL,0,13.706111,75.645,0,0, , , ,NULL,no
17829,LAKSHMANANPATTI-M,CAUVERY,Kodavanar,1105,IN,NULL,0,10.498056,77.945833,0,0, , , ,NULL,no
17830,Lasur-T,GODAVARI,Kazi Nala,1105,IN,NULL,0,19.504167,74.958333,0,0, , , ,NULL,no
17831,Lazzabanda drain @Pedana-M,EAST FLOWING RIVERS BETWEEN MAHANADI AND PENNAR,Lazabanda Drain,1105,IN,NULL,0,16.2725,81.1425,0,0, , , ,NULL,no
17832,Limbdi-M,SABARMATI,Bhogava,1105,IN,NULL,0,22.561389,71.814167,0,0, , , ,NULL,no
17833,LIMKHEDA-M,MAHI,Hadap,1105,IN,NULL,0,22.833611,73.989444,0,0, , , ,NULL,no
17834,M.H. HALLI-M,CAUVERY,Hemavathi,1105,IN,NULL,0,12.818889,76.133333,76.125,12.825, ,too close to 17579 17579 preferred because hiugher quality strange data in 2018, ,NULL,no
17835,Madamon-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,Pamba,1105,IN,NULL,0,9.363889,76.837778,0,0, , , ,NULL,no
17837,Magaral-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Cheyyar,1105,IN,NULL,0,12.709444,79.749167,79.725,12.725, ,only a few non zero data. Could be OK for validation flow ok, ,NULL,no
17838,Mahanadi_ Arang-M,MAHANADI,Mahäna Nadï,1105,IN,NULL,0,21.163333,82.028889,0,0, , , ,NULL,no
17839,Mahanadi_ Kasdol-M,MAHANADI,Mahäna Nadï,1105,IN,NULL,0,21.638889,82.391667,0,0, , , ,NULL,no
17840,Mahemdabad-M,SABARMATI,Watrak,1105,IN,NULL,0,22.835278,72.764444,0,0, , , ,NULL,no
17841,MAHI-M,MAHI,Mahi,1105,IN,NULL,0,23.041389,75.013611,0,0, , , ,NULL,no
17842,MAHISHI-M,KRISHNA,Tunga,1105,IN,NULL,0,13.697222,75.335556,0,0, , , ,NULL,no
17846,Man @ Asura-M,WEST FLOWING RIVERS FROM TAPI TO TADRI,Man,1105,IN,NULL,0,20.553333,73.1925,0,0, , , ,NULL,no
17847,MANDALAPADU-M,KRISHNA,Kattaleru,1105,IN,NULL,0,17.204722,80.715,0,0, , , ,NULL,no
17849,Mangaon-M,WEST FLOWING RIVERS FROM TAPI TO TADRI,Kal,1105,IN,NULL,0,18.233611,73.285,0,0, , , ,NULL,no
17850,MANGAPET-M,GODAVARI,Godavari,1105,IN,NULL,0,18.271667,80.528333,0,0, , , ,NULL,no
17852,MANIKAL-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,Tributary of Manimala,1105,IN,NULL,0,9.531111,76.912222,0,0, , , ,NULL,no
17853,MANKARA-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,Bharathapuzha,1105,IN,NULL,0,10.761111,76.486111,76.475,10.775, ,close to another station, ,NULL,no
17854,Manot-M,NARMADA,Narmada,1105,IN,NULL,0,22.735556,80.512222,80.475,22.675, ,not sure about data calibrate tributaries  and the station downstream flow ok, ,NULL,no poor quality
17855,Manpur-M,GODAVARI,Nahara Nadi,1105,IN,NULL,0,22.025,80.1525,0,0, , , ,NULL,no
17856,Marella-M,EAST FLOWING RIVERS BETWEEN MAHANADI AND PENNAR,Gundlakamma,1105,IN,NULL,0,15.881944,79.91,0,0, , , ,NULL,no
17857,Marol-M,KRISHNA,Vardha,1105,IN,NULL,0,14.938889,75.618056,75.625,14.925, ,doubts about data quality gaps in 2015 very strange after 2018 big reserv 80 km downstream in glofas, ,NULL,no reservoir
17859,Mayampadi-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Gomukhi,1105,IN,NULL,0,11.7375,78.790833,0,0, , , ,NULL,no
17860,Meghraj-M,SABARMATI,Watrak,1105,IN,NULL,0,23.494722,73.515278,0,0, , , ,NULL,no
17861,Melaganur-M,KRISHNA,Tungabhadra,1105,IN,NULL,0,15.845583,77.025333,0,0, , , ,NULL,no
17862,Melkalpoondi-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Vellar or Vasista,1105,IN,NULL,0,11.434722,78.938333,0,0, , , ,NULL,no
17863,MEN AT AMROLI-M,NARMADA,Men Nadi,1105,IN,NULL,0,22.017222,73.752778,0,0, , , ,NULL,no
17864,Menangudi-M,CAUVERY,Nular,1105,IN,NULL,0,10.948889,79.703889,0,0, , , ,NULL,no
17865,Meruvambai-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,Anjarakandy,1105,IN,NULL,0,11.883333,75.525,0,0, , , ,NULL,no
17866,Mettur Dam-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Gomukhi,1105,IN,NULL,0,11.8,77.8,0,0, , , ,NULL,no
17867,Minamuvada-M,SABARMATI,Meshwa,1105,IN,NULL,0,23.180556,72.921667,0,0, , , ,NULL,no
17868,Mirawadi-M,KRISHNA,Mula,1105,IN,NULL,0,18.533933,74.175617,0,0, , , ,NULL,no
17870,Mohuda-M,GODAVARI,Deo Nadi,1105,IN,NULL,0,21.655556,80.286111,0,0, , , ,NULL,no
17871,MORANE-M,TAPI,Panjhara N,1105,IN,NULL,0,20.909167,74.701111,0,0, , , ,NULL,no
17872,Mortakka-M,NARMADA,Narmada,1105,IN,NULL,0,22.226389,76.047222,76.025,22.225, ,influenced by reserv, ,NULL,no reservoir
17873,MOTINAROLI-M,WEST FLOWING RIVERS FROM TAPI TO TADRI,Tapti,1105,IN,NULL,0,21.237778,72.963333,72.925,21.275, ,flow one  order of magnitude lower than upstream station!, ,NULL,no poor quality
17874,Mudhol-M,KRISHNA,Ghatprabha,1105,IN,NULL,0,16.316667,75.2,75.225,16.325, ,not sure about datacould be OK for validation big res downstream and upstream both IN glofas agricultural area, ,NULL,no
17876,Munugodu-M,KRISHNA,Eddu Vagu,1105,IN,NULL,0,16.554583,80.2065,0,0, , , ,NULL,no
17878,Murthandi-M,GODAVARI,Jouranala,1105,IN,NULL,0,19.063889,82.268889,82.275,19.075, ,attention LDD, ,NULL,no
17880,Mylamoodu-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,Kallar,1105,IN,NULL,0,8.732222,77.011667,0,0, , , ,NULL,no
17881,NAGARAM-M,GODAVARI,-,1105,IN,NULL,0,18.2891,79.4739,0,0, , , ,NULL,no
17882,NAGARI-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Nagari R,1105,IN,NULL,0,13.316944,79.598611,79.625,13.325, ,data quality  2 peaks and then all zeros, ,NULL,no
17884,Nagothane-M,WEST FLOWING RIVERS FROM TAPI TO TADRI,Amba,1105,IN,NULL,0,18.544444,73.134722,0,0, , , ,NULL,no
17885,Naguleru @Dachepalli-M,KRISHNA,Naguleru Vagu,1105,IN,NULL,0,16.593611,79.738889,79.725,16.625, ,doubts about data quality not sure if  in 2000 2007 is fltaliners or regulation dam abit far, ,NULL,no
17887,Nallathur-M,CAUVERY,Nandalar,1105,IN,NULL,0,11.002222,79.750278,0,0, , , ,NULL,no
17888,Nandalur-M,PENNAR,Cheyyeru,1105,IN,NULL,0,14.254722,79.116389,0,0, , , ,NULL,no
17889,Nanded (Old Bridge)-M,GODAVARI,Godavari,1105,IN,NULL,0,19.141667,77.35,0,0, , , ,NULL,no
17890,Nanded-M,GODAVARI,Godavari,1105,IN,NULL,0,19.153056,77.342778,0,0, , , ,NULL,no
17893,NANDRE-M,KRISHNA,Yerala,1105,IN,NULL,0,16.949614,74.529167,0,0, , , ,NULL,no
17895,Naraj-M,MAHANADI,Mahäna Nadï,1105,IN,NULL,0,20.468889,85.758889,0,0, , , ,NULL,no
17896,NARASINGARAYANIPETA-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Ponnai,1105,IN,NULL,0,13.18,79.211111,79.225,13.175, ,doubts about data quality, ,NULL,no
17897,Narayanpur Dam-T,KRISHNA,Krishna,1105,IN,NULL,0,16.183333,76.183333,0,0, , , ,NULL,no
17898,Narsingpur-M,KRISHNA,Nari Nadi,1105,IN,NULL,0,1500000,76.5,0,0, , , ,NULL,no
17899,Navalgund-M,KRISHNA,Benni Hala,1105,IN,NULL,0,15.55,75.366667,75.325,15.525, ,not sure about datacould be OK for validation flow ok, ,NULL,no poor quality
17901,NELLIMARLA-M,EAST FLOWING RIVERS BETWEEN MAHANADI AND PENNAR,Champavati,1105,IN,NULL,0,18.167778,83.453611,83.475,18.175, ,too many gaps, ,NULL,no
17902,NELLITHURAI-M,CAUVERY,Bhavani,1105,IN,NULL,0,11.287778,76.891111,76.875,11.275, ,poor data quality reserv IN Glofas, ,NULL,no reservoir
17903,NERADI-M,EAST FLOWING RIVERS BETWEEN MAHANADI AND PENNAR,Vamsadhara,1105,IN,NULL,0,18.975556,83.815556,0,0, , , ,NULL,no
17905,Odendurai-M,CAUVERY,Coonoor R,1105,IN,NULL,0,11.321667,76.892778,0,0, , , ,NULL,no
17906,ORSANG AT BODELI-M,NARMADA,Orsang,1105,IN,NULL,0,22.265278,73.726944,0,0, , , ,NULL,no
17908,Pachegaon-M,GODAVARI,Dudhana,1105,IN,NULL,0,19.533333,74.883333,74.875,19.525, ,poor data quality from 2000 to 2014 data seems monthly or weekly then restarts in end 2016, ,NULL,no
17909,Padampur-M,MAHANADI,Ong,1105,IN,NULL,0,21.015833,83.103056,0,0, , , ,NULL,no
17911,Paleru Anicut near Jillellamud-M,EAST FLOWING RIVERS BETWEEN MAHANADI AND PENNAR,Palleru,1105,IN,NULL,0,15.295278,79.900833,0,0, , , ,NULL,no
17912,Palinga-M,TAPI,Tapti,1105,IN,NULL,0,21.803611,77.433056,0,0, , , ,NULL,no
17913,Pallamala-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Kalangi R,1105,IN,NULL,0,13.718056,79.7925,0,0, , , ,NULL,no
17914,PALLIPPADY-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,Muvattupuzha,1105,IN,NULL,0,10.039444,76.616667,0,0, , , ,NULL,no
17915,PANAM AT SANTROD-M,MAHI,Panam,1105,IN,NULL,0,22.800278,73.787222,0,0, , , ,NULL,no
17916,Panneswaram Madam-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Ponnaiyar,1105,IN,NULL,0,12.395556,78.245278,0,0, , , ,NULL,no
17917,Pansemal-M,TAPI,Gomai,1105,IN,NULL,0,21.654722,74.682778,0,0, , , ,NULL,no
17918,Par @ Nani-Vahiyal-M,WEST FLOWING RIVERS FROM TAPI TO TADRI,Par,1105,IN,NULL,0,20.453333,73.158333,0,0, , , ,NULL,no
17919,PARADESPALEM-M,EAST FLOWING RIVERS BETWEEN MAHANADI AND PENNAR,Marikavalasa Gedda,1105,IN,NULL,0,17.845556,83.355833,0,0, , , ,NULL,no
17920,PARAMAKUDI-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Vaigai,1105,IN,NULL,0,9.553333,78.586389,78.575,9.525, ,doubts about data quality  years onlyzeronot consisetnt with upstream station flow ok, ,NULL,no poor quality
17921,Patan-M,NARMADA,Heran,1105,IN,NULL,0,23.311667,79.662778,0,0, , , ,NULL,no
17922,Pathagudem-M,GODAVARI,Manjra R,1105,IN,NULL,0,18.7,80.3,0,0, , , ,NULL,no
17926,PATTUKOTTAI-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Maharajasamudram,1105,IN,NULL,0,10.416944,79.291667,0,0, , , ,NULL,no
17927,PEDAGEDDADA-M,GODAVARI,Bodapetta Vagu,1105,IN,NULL,0,17.469167,81.734167,0,0, , , ,NULL,no
17928,Pen-M,WEST FLOWING RIVERS FROM TAPI TO TADRI,Bhogeshwari,1105,IN,NULL,0,18.733333,73.116667,0,0, , , ,NULL,no
17929,Peralam-M,CAUVERY,Vanjiyar,1105,IN,NULL,0,10.966319,79.66125,0,0, , , ,NULL,no
17931,PERUVAMPADAM-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,Kuruvan Puzha,1105,IN,NULL,0,11.316111,76.195833,0,0, , , ,NULL,no
17932,Phulgaon-M,KRISHNA,Bhima,1105,IN,NULL,0,18.6625,74.02,74.025,18.675, ,are 0 truly no flow values?  could be OK for validation flow ok, ,NULL,no
17933,Pillaperu Riverr @ Narravada.-M,EAST FLOWING RIVERS BETWEEN MAHANADI AND PENNAR,Pillaperu Vagu,1105,IN,NULL,0,14.928889,79.421111,0,0, , , ,NULL,no
17934,PILOL-M,MAHI,Vishwamitri,1105,IN,NULL,0,22.414167,73.225278,0,0, , , ,NULL,no
17935,PINGALWADA-M,WEST FLOWING RIVERS FROM TAPI TO TADRI,Damanganga,1105,IN,NULL,0,20.411389,72.836389,72.875,20.375, ,near coast flow ok, ,NULL,no
17936,Porakudi-M,CAUVERY,Arasalar,1105,IN,NULL,0,10.903889,79.707222,0,0, , , ,NULL,no
17937,Potanandgaon-M,GODAVARI,Purna,1105,IN,NULL,0,19.276389,76.9125,0,0, , , ,NULL,no
17938,Potteru ( Seasonal)-M,GODAVARI,Potteru Vagu,1105,IN,NULL,0,18.191667,81.799167,81.825,18.175, ,doubts about data quality flow ok, ,NULL,no poor quality
17939,PRAKASHA(DAMARKHEDA)-M,TAPI,Tapti,1105,IN,NULL,0,21.509722,74.355833,0,0, , , ,NULL,no
17940,Pratappur-M,GODAVARI,Pravara,1105,IN,NULL,0,19.522222,74.384167,0,0, , , ,NULL,no
17941,PRODDATUR-M,KRISHNA,Musi,1105,IN,NULL,0,17.355,78.979167,0,0, , , ,NULL,no
17944,PULIKUKKU-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,-,1105,IN,NULL,0,14.028611,75.285278,0,0, , , ,NULL,no
17945,PULLAKKAYAR-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,Manimala,1105,IN,NULL,0,9.574444,76.886111,0,0, , , ,NULL,no
17946,Punnapuzha-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,Pandippuzha,1105,IN,NULL,0,11.306389,76.280833,0,0, , , ,NULL,no
17947,Purna @ Kalibel-M,WEST FLOWING RIVERS FROM TAPI TO TADRI,Purna,1105,IN,NULL,0,20.925833,73.579722,0,0, , , ,NULL,no
17948,Purna @ Wankla-M,WEST FLOWING RIVERS FROM TAPI TO TADRI,Purna,1105,IN,NULL,0,20.951389,73.341667,0,0, , , ,NULL,no
17949,Purna at Gopalkheda-T,TAPI,Puma,1105,IN,NULL,0,20.873384,76.997394,76.975,20.875, ,17714 has newer data, ,NULL,no
17951,Pyderu Anicut @ Kammapalem-M,PENNAR,Palderu,1105,IN,NULL,0,14.597778,79.986111,0,0, , , ,NULL,no
17952,Rajapalayam-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Kayalkudi R,1105,IN,NULL,0,9.476944,77.558889,0,0, , , ,NULL,no
17954,Rajghat-M,SUBERNAREKHA,Subarnarekha,1105,IN,NULL,0,21.7675,87.162222,0,0, , , ,NULL,no
17958,Rambhapur-M,MAHI,Pat Nadi,1105,IN,NULL,0,22.951667,74.451111,0,0, , , ,NULL,no
17959,Rampaili-M,GODAVARI,Chandan,1105,IN,NULL,0,21.760833,80.0375,0,0, , , ,NULL,no
17960,Rampur-M,MAHANADI,Jonk,1105,IN,NULL,0,21.647192,82.516164,0,0, , , ,NULL,no
17962,Rangeli-T,MAHI,Som,1105,IN,NULL,0,23.872778,74.223611,74.225,23.875, ,close to station with seems better quality data, ,NULL,no
17963,Rasikpura-M,SABARMATI,Sabarmati,1105,IN,NULL,0,22.700278,72.518056,0,0, , , ,NULL,no
17964,Ratanpur-M,GODAVARI,Hirri R,1105,IN,NULL,0,22.183056,79.960278,0,0, , , ,NULL,no
17965,Ratanpur-T,SABARMATI,Watrak,1105,IN,NULL,0,22.975278,72.883889,72.875,22.975, ,poor data quality from 2000 to 2013 data seems weekly than many gaps, ,NULL,no
17966,Rellawada-M,SABARMATI,Watrak,1105,IN,NULL,0,23.619444,73.468889,0,0, , , ,NULL,no
17967,Sadalga (Seasonal)-M,KRISHNA,Kottella Vagu,1105,IN,NULL,0,16.5,74.466667,0,0, , , ,NULL,no
17968,Saigaon-M,GODAVARI,Manjra R,1105,IN,NULL,0,18.05,77.05,77.025,18.075, ,poor data quality from 2000 to 2014 data seems weekly than many gaps, ,NULL,no
17971,Saloora-M,GODAVARI,Manjra R,1105,IN,NULL,0,18.703333,77.795833,0,0, , , ,NULL,no
17972,SALUR-M,EAST FLOWING RIVERS BETWEEN MAHANADI AND PENNAR,Vegavati,1105,IN,NULL,0,18.512778,83.210556,0,0, , , ,NULL,no
17974,SANARPATTI-M,CAUVERY,Santanvardhani N,1105,IN,NULL,0,10.285556,78.096111,0,0, , , ,NULL,no
17976,Sangam (Kinnerasani)-M,GODAVARI,Lotu Vagu,1105,IN,NULL,0,17.6,80.816667,0,0, , , ,NULL,no
17977,Sangam-M,GODAVARI,Lotu Vagu,1105,IN,NULL,0,17.6,80.816667,0,0, , , ,NULL,no
17978,sangampally-M,GODAVARI,Chinta Vagu,1105,IN,NULL,0,18.7625,80.563889,0,0, , , ,NULL,no
17979,SANOOR-M,WEST FLOWING RIVERS FROM TADRI TO KANYAKUMARI,Mulki,1105,IN,NULL,0,13.180722,74.994472,0,0, , , ,NULL,no
17980,SANSOLI-T,MAHI,Mesari,1105,IN,NULL,0,22.706944,73.416944,0,0, , , ,NULL,no
17983,Sarati-M,KRISHNA,Nira,1105,IN,NULL,0,17.911944,75.0075,0,0, , , ,NULL,no
17985,SAVANDAPUR-M,CAUVERY,Bhavani,1105,IN,NULL,0,11.521389,77.51,77.525,11.525, ,too affected by reservoir, ,NULL,no reservoir
17987,SEETHAPALLI-M,GODAVARI,Sitapalli Vagu,1105,IN,NULL,0,17.396944,81.786389,0,0, , , ,NULL,no
17988,Seonath_ Nandghat-M,MAHANADI,Seonath,1105,IN,NULL,0,21.769444,81.811944,0,0, , , ,NULL,no
17989,Seonath_Sahagaon-M,MAHANADI,Seonath,1105,IN,NULL,0,21.421667,81.371389,0,0, , , ,NULL,no
17991,Shimoga-M,KRISHNA,Tunga,1105,IN,NULL,0,13.926944,75.585,0,0, , , ,NULL,no
17992,Shirdhon-M,KRISHNA,Dodda Halla,1105,IN,NULL,0,17.368611,75.594167,75.575,17.375, ,data quality  almost all zerosoutlier flow ok, ,NULL,no poor quality
17993,Simga-M,MAHANADI,Seonath,1105,IN,NULL,0,21.633081,81.684869,0,0, , , ,NULL,no
17994,SINGASADANAPALLI-M,EAST FLOWING RIVERS BETWEEN PENNAR - KANYAKUMARI,Dakshina Pinakini,1105,IN,NULL,0,12.866944,77.840833,0,0, , , ,NULL,no
